Acc_X-71-STD,Acc_Y-71-STD,Acc_Z-71-STD,Gyr_X-71-STD,Gyr_Y-71-STD,Gyr_Z-71-STD,Acc_X-71-RMS,Acc_Y-71-RMS,Acc_Z-71-RMS,Gyr_X-71-RMS,Gyr_Y-71-RMS,Gyr_Z-71-RMS,Acc_X-71-EN,Acc_Y-71-EN,Acc_Z-71-EN,Gyr_X-71-EN,Gyr_Y-71-EN,Gyr_Z-71-EN,Acc_X-71-JM,Acc_Y-71-JM,Acc_Z-71-JM,Gyr_X-71-JM,Gyr_Y-71-JM,Gyr_Z-71-JM,Acc_X-71-PN,Acc_Y-71-PN,Acc_Z-71-PN,Gyr_X-71-PN,Gyr_Y-71-PN,Gyr_Z-71-PN,Acc_X-77-STD,Acc_Y-77-STD,Acc_Z-77-STD,Gyr_X-77-STD,Gyr_Y-77-STD,Gyr_Z-77-STD,Acc_X-77-RMS,Acc_Y-77-RMS,Acc_Z-77-RMS,Gyr_X-77-RMS,Gyr_Y-77-RMS,Gyr_Z-77-RMS,Acc_X-77-EN,Acc_Y-77-EN,Acc_Z-77-EN,Gyr_X-77-EN,Gyr_Y-77-EN,Gyr_Z-77-EN,Acc_X-77-JM,Acc_Y-77-JM,Acc_Z-77-JM,Gyr_X-77-JM,Gyr_Y-77-JM,Gyr_Z-77-JM,Acc_X-77-PN,Acc_Y-77-PN,Acc_Z-77-PN,Gyr_X-77-PN,Gyr_Y-77-PN,Gyr_Z-77-PN,Jerk,Task
6.764704745640184,3.01363861149184,2.132342870052833,0.7917189065933584,0.8467219344531206,1.0517595714136634,7.191206645354484,6.491080988132513,2.132576984307042,0.7952492128936127,0.8468839191788138,1.051778803135436,5.862471124802402,5.985801128417039,6.0289515205184125,5.941491076050078,5.88445463963693,5.946010371619115,20.903440391546102,33.04970348400946,16.875860338886195,866.569649623132,193.0588916853133,187.33859700534617,111,103,147,75,77,46,2.888382076524878,2.1486849796091256,1.113956849227585,0.6182187637028702,0.38099217043928085,0.8940772959720588,7.3858802733779685,6.468932550804923,1.4024278423449859,0.6182327565334538,0.38101707220691927,0.8941282951715618,5.9395139352750785,6.113285877588037,6.148225686588349,5.783774492065973,5.879959881367512,5.794472292986175,19.836272254697956,25.524006547727204,16.847357660668926,675.5137973988043,407.6710301637616,215.83833113396017,120,115,136,79,94,65,No,Lift
6.23126864723983,2.5923916679781938,2.1045112135176733,0.7840716898605521,0.8387300247452139,1.1007447101788403,6.96876130373525,6.815748513177223,2.1230398937248496,0.7840925748610562,0.8395854146905811,1.1018989992692758,5.830066086804923,6.009750211820789,5.9470434404658885,5.996478845960609,5.849953823189789,5.768224853969329,18.418492720844867,27.846455187530946,16.71044538450726,614.1298673264254,186.1759901971411,171.5256090862793,90,75,113,56,45,56,2.549208117739937,1.8314844633383418,1.090231461521298,0.5723750161203399,0.4949438447889901,1.1324764437144572,7.840346023228139,6.040290303796005,1.1250600921596943,0.5732105048758708,0.49508348939073316,1.1325652976399183,5.670239061949236,5.970643235509591,5.90904660441474,5.916833014287164,5.810990008844183,5.724066924676636,18.129444676483104,22.178942043228925,15.45227708266624,510.21531802208364,335.11817579715785,164.35433459824753,94,110,112,67,71,48,No,Lift
6.862669292118577,2.7954524165621772,1.9463274483742459,0.5975673163753791,0.8559307025086372,1.2376582957295756,7.381273483771772,6.3427599062614455,1.9494081640156704,0.603704710418164,0.8559510230620891,1.2379286581826265,5.649992460290614,5.788421316595294,5.794171848580346,5.704609424242808,5.758607614104263,5.830279850713927,17.931365960889444,28.52320879900119,14.974806503321693,628.2251271068568,167.48660891239814,176.47308822455813,87,89,105,61,54,33,2.7326303776298877,2.036821214849238,0.8522888198109103,0.4182980342094704,0.39999928681872937,0.8587306600342978,7.43078436680842,6.425909512807906,1.1798617332538843,0.42034566698144105,0.40005019677426706,0.8587370372174594,5.691394309803948,5.776536658287179,5.817187823470977,5.594089172370957,5.593453139255849,5.704033327310977,14.812665065982431,23.29215959488437,13.563940525098603,532.1928987733091,304.1189786697641,167.14554778444568,105,98,125,78,86,46,No,Lift
6.271220009075606,2.9259161832038867,1.7362503935065323,0.824541697972658,0.7839198971598166,1.1701558896279838,7.405351227602563,6.392119905444213,1.7374988277411978,0.8264019380905423,0.7839672720569894,1.1705610083944433,5.650117084792457,5.913299680114372,5.891562219084089,5.7662555872916075,5.818995606543556,5.700135459323932,17.80543114430805,29.966674872956855,14.404455640939764,750.6964772938853,177.6032398888998,156.39866450000906,111,101,139,78,69,58,3.0566832633963035,2.0292457763659937,0.8602783517015671,0.5448294901844952,0.35239904409968725,1.064013154120455,7.76840756021771,6.027216014909216,1.086611566575896,0.5448295101118926,0.3526144992255815,1.0640252681372713,5.640735983203646,6.0280679612955215,5.961368319589228,5.706997325550028,5.801608656605714,5.598318675264988,17.038588113935393,21.368856143231948,14.049129045513943,589.1106079038861,360.4150677535255,189.7986879867869,118,108,128,83,98,71,No,Lift
6.855282360765085,2.5592851736987576,1.7424362811247798,0.6473457790554472,0.7912856236586552,1.0950821212233697,7.399243642226991,6.386894848035339,1.757552182358878,0.6475291790167607,0.7914121522659138,1.0952976413675908,5.712542848623019,5.964035788022613,5.91820675460924,5.934359496651942,5.9101536494217015,5.949506458221098,20.51528937269869,31.643414011907378,14.650104797058862,734.4421335328747,197.47640441178194,176.72997111845646,97,84,121,71,63,54,2.794009029919974,1.9422121999810968,0.9879448605994178,0.5700215377438101,0.4303816418300696,0.9345643279336252,7.406086288774221,6.378952635664979,1.5702827542209017,0.5702434919072105,0.43098172171327376,0.9345871573876045,5.839376110210591,6.062517712129587,6.054600938338517,5.822457591855329,5.878512503444794,5.751052199215884,16.984220826822114,21.678122991907877,15.381705721506048,559.065637584786,325.391916332995,201.54920684743985,106,111,124,67,81,58,No,Lift
6.8820427727480284,3.0089724215068703,2.3620213904418654,0.9898991015877416,0.9438248137833515,1.0394078863929048,7.3253075010832305,6.343353920493079,2.381479110412196,0.9908003841461779,0.9438310172464889,1.0394102728158838,5.702607771815096,5.878059597631951,5.9323662753444015,5.433556850132422,5.883867195901749,5.859518624574395,24.3198661266914,58.15604391677668,29.432812728199952,1887.7317720789665,326.43633819444216,289.23815747611394,105,99,114,67,59,58,3.3104671943118147,2.049726821819944,0.8398700857834073,0.4787502622244479,0.40361049624926126,0.988864561156213,7.437723888951073,6.440495530491149,1.1764788360999467,0.47975745400378556,0.4037516068986494,0.9888656739893177,5.687641434976152,5.972661462518022,5.79529291771019,5.709784429976712,5.8697596698592385,5.803075733660205,17.792309332904015,24.38567759517694,17.84865223377832,699.0498221050351,398.83813816299397,234.6893573889528,105,107,125,75,81,61,No,Lift
5.144968637413874,4.53935200854768,1.5421680358300365,1.2528121150927363,0.43899643072956646,1.882297044544076,6.8232572686068735,6.822370684414177,3.212150814895517,1.2586681860001667,0.4390174771854495,1.8823000886960624,5.4117558794621345,5.482175687686121,5.58129321023803,5.42512135002788,5.602005009063437,5.322860175520146,20.82985314761386,43.66378954055507,21.409291715161583,1141.3224011633465,248.97514794788654,188.4273746966714,57,58,78,44,46,27,3.5123524493728158,3.4348361676410857,1.3130382472423943,0.8882297390199723,0.53025590718186,1.3494841372421498,8.380882880282561,4.2358845664377105,3.273358032620193,0.8884277576894106,0.5307921845976797,1.3494841720578892,4.905647565054759,5.58129321023803,5.623107367241692,5.447703286619798,5.370433471684208,5.24766957144378,17.863321215545277,23.02271247085098,18.408611428560473,506.3047710155172,269.82234511857007,185.87217352127152,69,56,71,44,50,27,No,Lift
5.271549302033182,4.502062789255327,1.6556627959089878,1.195878805656163,0.48147942954568457,1.7590125039544915,6.5222365990324285,7.015146955975294,3.3180015420552436,1.1980019843133907,0.48238218995532245,1.7590631495186937,5.368779480332298,5.469708684551357,5.599081320720378,5.380108106201819,5.409362995945531,5.4989891529688695,20.956026863059684,41.360801186653575,24.356597290357993,1162.3463178953773,233.29490147018078,204.92102067037297,58,53,73,44,48,24,3.932112155418122,3.2887140803120074,1.2688571802674231,0.7433777614625854,0.5923621157261358,1.3011839791970596,8.23688019876889,4.388032202231982,3.361671436280477,0.7443219996470122,0.5926991741661543,1.3013158275156462,4.950486425745109,5.575747274393283,5.583913177800436,5.336012290980239,5.4604265656446405,5.36022226690829,18.815932735530282,21.96839908505947,16.3193101667191,516.4929663455082,275.2259110423488,176.42975274552234,68,55,71,40,46,22,No,Lift
5.003038617456546,4.383933584499158,1.8992845139971386,1.2689664965885532,0.4385814385779652,1.4403464215576047,6.613889685160375,6.635018858353037,3.682306574909001,1.2704494064730911,0.4443210040581492,1.440851377739051,5.4234730455953155,5.649950613662905,5.877357009341811,5.430376137199097,5.611336829474004,5.686203513167163,17.872206972231194,37.78584439606141,20.690739746046187,1101.4766863609616,264.7236934204961,173.6044510508379,81,64,89,57,66,27,4.136293971520637,3.235248693182811,1.5195356175428691,0.8348419437354012,0.7212703143253147,1.116584475825768,8.368059702239906,3.984501712362604,3.4849058725940725,0.8365953257520132,0.7216251640125743,1.116948810241152,5.049089516578583,5.729250598185454,5.756915269628294,5.430464501434049,5.569890186817838,5.415219759261096,20.564935568695468,22.183043391487892,17.45018492927246,525.6405136561721,271.768852207626,166.46061748824098,84,64,93,49,54,42,No,Lift
5.0199324865656045,4.775948334915977,1.964510719279737,1.4034627228634475,0.3612107994765816,1.6456296484551132,6.379807975008892,6.769483696591335,4.029239059206572,1.4042310120458448,0.36169636160958546,1.6456960132485308,5.433944721628691,5.553997711770912,5.68659927407635,5.2475169856581605,5.641320539747033,5.5427757906839945,18.149160658671427,49.72697608589147,18.522601471935726,1330.0755504586343,258.1895128270182,186.82689577481943,62,56,70,45,45,23,4.293791567307768,3.1877465484054497,1.5086837231716428,0.8291383865369439,0.7130551865663673,1.2474952504713333,8.23171864272608,4.15726984967024,3.6125232935459533,0.8301855121469182,0.7130554371482025,1.2475772810448897,5.0176802252963215,5.642598736016333,5.660595212803943,5.467912449347505,5.361740083291789,5.3383806585589975,18.90221328703364,20.33108786290919,16.685779417025213,484.91557971752565,253.5056065386876,176.19802796132834,71,59,76,48,47,29,No,Lift
