Acc_X-71-STD,Acc_Y-71-STD,Acc_Z-71-STD,Gyr_X-71-STD,Gyr_Y-71-STD,Gyr_Z-71-STD,Acc_X-71-RMS,Acc_Y-71-RMS,Acc_Z-71-RMS,Gyr_X-71-RMS,Gyr_Y-71-RMS,Gyr_Z-71-RMS,Acc_X-71-EN,Acc_Y-71-EN,Acc_Z-71-EN,Gyr_X-71-EN,Gyr_Y-71-EN,Gyr_Z-71-EN,Acc_X-71-JM,Acc_Y-71-JM,Acc_Z-71-JM,Gyr_X-71-JM,Gyr_Y-71-JM,Gyr_Z-71-JM,Acc_X-71-PN,Acc_Y-71-PN,Acc_Z-71-PN,Gyr_X-71-PN,Gyr_Y-71-PN,Gyr_Z-71-PN,Acc_X-77-STD,Acc_Y-77-STD,Acc_Z-77-STD,Gyr_X-77-STD,Gyr_Y-77-STD,Gyr_Z-77-STD,Acc_X-77-RMS,Acc_Y-77-RMS,Acc_Z-77-RMS,Gyr_X-77-RMS,Gyr_Y-77-RMS,Gyr_Z-77-RMS,Acc_X-77-EN,Acc_Y-77-EN,Acc_Z-77-EN,Gyr_X-77-EN,Gyr_Y-77-EN,Gyr_Z-77-EN,Acc_X-77-JM,Acc_Y-77-JM,Acc_Z-77-JM,Gyr_X-77-JM,Gyr_Y-77-JM,Gyr_Z-77-JM,Acc_X-77-PN,Acc_Y-77-PN,Acc_Z-77-PN,Gyr_X-77-PN,Gyr_Y-77-PN,Gyr_Z-77-PN,Task
6.764704745640184,3.01363861149184,2.132342870052833,0.7917189065933584,0.8467219344531206,1.0517595714136634,7.191206645354484,6.491080988132513,2.132576984307042,0.7952492128936127,0.8468839191788138,1.051778803135436,5.862471124802402,5.985801128417039,6.0289515205184125,5.941491076050078,5.88445463963693,5.946010371619115,20.903440391546102,33.04970348400946,16.875860338886195,866.569649623132,193.0588916853133,187.33859700534617,111,103,147,75,77,46,2.888382076524878,2.1486849796091256,1.113956849227585,0.6182187637028702,0.38099217043928085,0.8940772959720588,7.3858802733779685,6.468932550804923,1.4024278423449859,0.6182327565334538,0.38101707220691927,0.8941282951715618,5.9395139352750785,6.113285877588037,6.148225686588349,5.783774492065973,5.879959881367512,5.794472292986175,19.836272254697956,25.524006547727204,16.847357660668926,675.5137973988043,407.6710301637616,215.83833113396017,120,115,136,79,94,65,Lift
6.23126864723983,2.5923916679781938,2.1045112135176733,0.7840716898605521,0.8387300247452139,1.1007447101788403,6.96876130373525,6.815748513177223,2.1230398937248496,0.7840925748610562,0.8395854146905811,1.1018989992692758,5.830066086804923,6.009750211820789,5.9470434404658885,5.996478845960609,5.849953823189789,5.768224853969329,18.418492720844867,27.846455187530946,16.71044538450726,614.1298673264254,186.1759901971411,171.5256090862793,90,75,113,56,45,56,2.549208117739937,1.8314844633383418,1.090231461521298,0.5723750161203399,0.4949438447889901,1.1324764437144572,7.840346023228139,6.040290303796005,1.1250600921596943,0.5732105048758708,0.49508348939073316,1.1325652976399183,5.670239061949236,5.970643235509591,5.90904660441474,5.916833014287164,5.810990008844183,5.724066924676636,18.129444676483104,22.178942043228925,15.45227708266624,510.21531802208364,335.11817579715785,164.35433459824753,94,110,112,67,71,48,Lift
6.862669292118577,2.7954524165621772,1.9463274483742459,0.5975673163753791,0.8559307025086372,1.2376582957295756,7.381273483771772,6.3427599062614455,1.9494081640156704,0.603704710418164,0.8559510230620891,1.2379286581826265,5.649992460290614,5.788421316595294,5.794171848580346,5.704609424242808,5.758607614104263,5.830279850713927,17.931365960889444,28.52320879900119,14.974806503321693,628.2251271068568,167.48660891239814,176.47308822455813,87,89,105,61,54,33,2.7326303776298877,2.036821214849238,0.8522888198109103,0.4182980342094704,0.39999928681872937,0.8587306600342978,7.43078436680842,6.425909512807906,1.1798617332538843,0.42034566698144105,0.40005019677426706,0.8587370372174594,5.691394309803948,5.776536658287179,5.817187823470977,5.594089172370957,5.593453139255849,5.704033327310977,14.812665065982431,23.29215959488437,13.563940525098603,532.1928987733091,304.1189786697641,167.14554778444568,105,98,125,78,86,46,Lift
6.271220009075606,2.9259161832038867,1.7362503935065323,0.824541697972658,0.7839198971598166,1.1701558896279838,7.405351227602563,6.392119905444213,1.7374988277411978,0.8264019380905423,0.7839672720569894,1.1705610083944433,5.650117084792457,5.913299680114372,5.891562219084089,5.7662555872916075,5.818995606543556,5.700135459323932,17.80543114430805,29.966674872956855,14.404455640939764,750.6964772938853,177.6032398888998,156.39866450000906,111,101,139,78,69,58,3.0566832633963035,2.0292457763659937,0.8602783517015671,0.5448294901844952,0.35239904409968725,1.064013154120455,7.76840756021771,6.027216014909216,1.086611566575896,0.5448295101118926,0.3526144992255815,1.0640252681372713,5.640735983203646,6.0280679612955215,5.961368319589228,5.706997325550028,5.801608656605714,5.598318675264988,17.038588113935393,21.368856143231948,14.049129045513943,589.1106079038861,360.4150677535255,189.7986879867869,118,108,128,83,98,71,Lift
6.855282360765085,2.5592851736987576,1.7424362811247798,0.6473457790554472,0.7912856236586552,1.0950821212233697,7.399243642226991,6.386894848035339,1.757552182358878,0.6475291790167607,0.7914121522659138,1.0952976413675908,5.712542848623019,5.964035788022613,5.91820675460924,5.934359496651942,5.9101536494217015,5.949506458221098,20.51528937269869,31.643414011907378,14.650104797058862,734.4421335328747,197.47640441178194,176.72997111845646,97,84,121,71,63,54,2.794009029919974,1.9422121999810968,0.9879448605994178,0.5700215377438101,0.4303816418300696,0.9345643279336252,7.406086288774221,6.378952635664979,1.5702827542209017,0.5702434919072105,0.43098172171327376,0.9345871573876045,5.839376110210591,6.062517712129587,6.054600938338517,5.822457591855329,5.878512503444794,5.751052199215884,16.984220826822114,21.678122991907877,15.381705721506048,559.065637584786,325.391916332995,201.54920684743985,106,111,124,67,81,58,Lift
6.8820427727480284,3.0089724215068703,2.3620213904418654,0.9898991015877416,0.9438248137833515,1.0394078863929048,7.3253075010832305,6.343353920493079,2.381479110412196,0.9908003841461779,0.9438310172464889,1.0394102728158838,5.702607771815096,5.878059597631951,5.9323662753444015,5.433556850132422,5.883867195901749,5.859518624574395,24.3198661266914,58.15604391677668,29.432812728199952,1887.7317720789665,326.43633819444216,289.23815747611394,105,99,114,67,59,58,3.3104671943118147,2.049726821819944,0.8398700857834073,0.4787502622244479,0.40361049624926126,0.988864561156213,7.437723888951073,6.440495530491149,1.1764788360999467,0.47975745400378556,0.4037516068986494,0.9888656739893177,5.687641434976152,5.972661462518022,5.79529291771019,5.709784429976712,5.8697596698592385,5.803075733660205,17.792309332904015,24.38567759517694,17.84865223377832,699.0498221050351,398.83813816299397,234.6893573889528,105,107,125,75,81,61,Lift
7.005758990694959,3.852881666622444,1.591004447049326,0.9336587196521445,0.7365054309227892,1.5282315437574783,7.331377229736238,5.075532731732912,4.777479306338465,0.9360335174433857,0.7394759424764774,1.5283145072380664,5.861638894941198,5.950125769055234,5.996546986677647,5.692184812433642,5.93504209361754,5.902197723457889,26.42407828012078,34.998303189094095,17.569538584211084,711.5676245164153,192.05018114971605,172.44277526391903,74,78,84,51,42,25,1.855469788494879,2.6110253722216976,1.2183744509348078,0.3667302360816346,0.4313133677684903,0.9612227009530133,8.699635967446183,4.374432726967,2.036058813168906,0.3672512338362154,0.4313776522706507,0.9612524399245523,5.793775009759963,5.960613860154799,5.943574975143707,5.8999391553899665,5.896352873751934,5.9343908324534995,16.018131571570112,21.797997878115503,13.812821388629489,374.1309940983128,215.56982221563874,205.01540797156477,101,67,99,61,66,30,Lift
6.324613829584401,3.2305330089051805,1.6867948057067226,0.7588475671915577,0.763608120435599,1.3818818052905704,7.42766950945543,4.952768394473128,4.60267526335669,0.7599051758716646,0.7681013512326839,1.381917231645215,5.656668118223672,5.773020388419505,5.793306120140234,5.750718322017624,5.6663020502260775,5.844270232008683,19.125563936039494,24.967470565660694,15.678373737673775,476.51808054112837,173.75819499777595,173.08628518581614,85,82,90,61,52,27,1.749750143148206,1.9975931700354161,1.0929665482017081,0.4200929527531583,0.3964888805140086,1.0310354369669892,8.93406068405751,3.596989483858374,2.3683963321319745,0.4201575256534614,0.3965030408354106,1.0310513846532074,5.475745407368414,5.9035534685953115,5.959535218766261,5.707700313349067,5.591312048754176,5.769157669279738,12.418077067544065,16.391017171937257,10.056783308522164,277.92763153126947,181.677310379111,184.18574574500025,97,76,119,59,81,41,Lift
6.5923815168960855,3.2839780697228056,1.7116651892157737,1.146568300339971,0.7056789494702091,1.6758704985661679,8.00509836952928,4.968302887186155,4.177916715160019,1.1473040557400005,0.7101697383428919,1.6758785390744502,5.172786638272102,5.404391757990075,5.49798498257905,5.219606174602604,5.3109143021313345,5.256370607906641,31.668022895137387,43.688064500329595,22.301580901446062,742.7579173728583,261.48870368230814,211.17835272942423,91,101,113,61,75,61,1.745606713884975,2.05639283677217,1.1091183320642621,0.4596726902825771,0.4697541964997383,1.211897881102494,9.268817906746483,2.9808220315423046,2.311590556597536,0.45967891196665833,0.47011306686317494,1.2119022086078177,5.101381662153425,5.509818764917721,5.730725031659821,5.384676130612122,5.239421158290805,5.1813868140546795,14.811379529809475,24.687967201755907,13.033948598878629,379.9308642122742,219.94033664508345,192.32762180639565,113,103,124,80,102,65,Lift
6.017280883213975,3.3827961896373266,1.925933431794218,0.8810207674231021,0.7603333560635072,1.1288857020866387,6.724425983453288,5.737155451436513,4.847580507884026,0.8812126506542445,0.7665854765110783,1.1288872691517569,5.8192636194017355,5.923406700210837,6.053495355861511,5.7158014672082045,5.918793290578246,5.951900571621737,17.36440121163361,30.225258559562736,15.91583040943997,532.5298145691972,176.75500409980523,124.77809159122572,87,77,90,43,54,28,1.518769320478786,1.959810541360017,1.0778976924513757,0.4697931127319339,0.3292594234755881,1.0669966636682753,9.003898374443102,3.327069522823421,2.490016844465432,0.4698048273993566,0.32947702669697304,1.067025137770464,5.785332598596935,5.969609170985596,6.0076452715864885,5.794507077002242,5.790810330233908,5.961418925874483,11.986162068127049,15.611390398255741,9.093034255533677,277.52447004084405,178.17998829427688,128.6010952097792,90,84,120,63,66,33,Lift
